"age","rel_status","gender","gender_3_TEXT","sex","transgender","transgender_4_TEXT","sexual_attraction","sexual_attraction_4_TEXT","romantic_attraction","romantic_attraction_4_TEXT","attn_check","sex_orient_best","sex_orient_best_9_TEXT","sex_orient_multi","sex_orient_multi_9_TEXT","romantic_orient_best","romantic_orient_best_7_TEXT","rom_orient_multi","rom_orient_multi_7_TEXT","pref_check_1","pref_check_2","pref_check_3","pref_check_4","race","education","sex_with_males","sex_with_females","f_lt_health1","f_lt_health2","f_lt_intell1","f_lt_intell2","f_lt_kind1","f_lt_kind2","f_lt_physatt1","f_lt_physatt2","f_lt_resources1","f_lt_resources2","f_lt_age","m_lt_health1","m_lt_health2","m_lt_intell1","m_lt_intell2","m_lt_kind1","m_lt_kind2","m_lt_physatt1","m_lt_physatt2","m_lt_resources1","m_lt_resources2","m_lt_age","PIN","sexuality","f_lt_health","f_lt_intell","f_lt_kind","f_lt_physatt","f_lt_resources","m_lt_health","m_lt_intell","m_lt_kind","m_lt_physatt","m_lt_resources","ageLik","m_Lt_AgeLik","f_Lt_AgeLik"
"29","0","0","","0","1","","2","","2","","1","7","","1,2,7,8","","6","","9,10,3","","1","1","1","1","6","6","1","1",6,6,6,6,6,6,7,6,4,4,2,6,6,6,6,6,7,7,7,5,5,3,"324",0,6,6,6,6.5,4,6,6,6.5,7,5,2,1,0
"72","0","1","","1","1","","0","","0","","1","4","","4","","3","","11","","2","1","2","1","6","6","2","1",8,8,8,7,5,5,5,5,6,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"353",1,8,7.5,5,5,5.5,NA,NA,NA,NA,NA,9,NA,-5
"41","4","1","","1","1","","0","","0","","1","4","","4","","3","","11","","2","1","2","1","6","6","2","1",6,6,8,8,6,6,7,7,5,5,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"102",1,6,8,6,7,5,NA,NA,NA,NA,NA,4,NA,-1
"30","4","1","","1","1","","0","","0","","1","4","","4","","3","","11","","2","1","2","2","6","6","2","1",8,8,7,7,8,7,7,8,7,7,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"445",1,8,7,7.5,7.5,7,NA,NA,NA,NA,NA,2,NA,0
"26","3","1","","1","1","","0","","0","","1","4","","4","","3","","11","","2","1","2","1","6","6","2","1",7,7,7,7,6,8,7,7,6,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"335",1,7,7,7,7,5.5,NA,NA,NA,NA,NA,1,NA,0
"43","4","1","","1","1","","0","","0","","1","4","","4","","3","","11","","2","1","2","1","3","6","2","1",6,6,6,7,7,7,6,5,6,6,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"74",1,6,6.5,7,5.5,6,NA,NA,NA,NA,NA,4,NA,0
"40","4","1","","1","1","","0","","0","","1","4","","4","","3","","11","","2","1","2","1","6","6","2","1",10,8,10,7,8,10,8,10,10,7,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"163",1,9,8.5,9,9,8.5,NA,NA,NA,NA,NA,4,NA,-1
"28","0","1","","1","1","","2","","2","","1","1","","1,7","","1","","9,3","","2","1","1","1","6","3","2","1",5,5,5,7,7,7,5,5,5,5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"63",1,5,6,7,5,5,NA,NA,NA,NA,NA,2,NA,0
"53","0","1","","1","1","","0","","0","","1","4","","","","3","","","","2","1","2","1","1,6","8","2","1",7,6,6,5,7,7,7,6,5,6,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"18",1,6.5,5.5,7,6.5,5.5,NA,NA,NA,NA,NA,6,NA,-4
"31","4","0","","0","1","","2","","0","","1","1","","","","3","","","","1","1","1","1","6","6","1","1",6,6,7,7,6,6,6,6,6,6,2,6,7,7,7,5,7,5,6,7,6,2,"57",0,6,7,6,6,6,6.5,7,6,5.5,6.5,2,0,0
"54","2","1","","1","1","","2","","2","","1","1","","1","","1","","9","","1","1","1","1","3","7","1","1",5,5,5,5,6,5,5,5,5,5,5,6,6,6,5,5,5,5,5,6,6,5,"280",0,5,5,5.5,5,5,6,5.5,5,5,6,6,-1,-1
"33","0","0","","0","1","","2","","2","","1","8","","","","1","","","","1","1","1","1","2","6","1","2",6,6,6,6,5,7,6,6,5,5,3,6,6,6,6,5,7,5,6,5,6,3,"193",0,6,6,6,6,5,6,6,6,5.5,5.5,3,0,0
"26","2","0","","0","1","","2","","2","","1","1","","1","","1","","9,3","","1","1","1","1","1","6","1","1",7,7,8,7,9,9,5,5,7,7,1,7,8,9,8,5,10,7,8,8,8,1,"195",0,7,7.5,9,5,7,7.5,8.5,7.5,7.5,8,1,0,0
"33","0","0","","0","1","","2","","2","","1","1","","1,7","","1","","9,3","","2","2","1","1","6","3","1","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"36",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA
"50","4","1","","1","1","","2","","2","","1","1","","1","","1","","9","","1","1","1","1","6","4","1","1",10,10,10,10,10,10,10,10,10,10,5,10,10,10,10,10,10,10,10,10,10,5,"173",0,10,10,10,10,10,10,10,10,10,10,5,0,0
"43","2","0","","0","1","","2","","2","","1","1","","1,7","","1","","9","","1","1","1","1","2","6","1","1",7,7,7,8,9,9,7,5,6,5,4,8,5,6,5,8,9,5,5,7,7,6,"242",0,7,7.5,9,6,5.5,6.5,5.5,8.5,5,7,4,2,0
"24","2","0","","0","1","","2","","2","","1","1","","1","","1","","9","","2","1","1","1","6","4","1","2",5,5,5,5,5,9,5,5,5,5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"319",1,5,5,7,5,5,NA,NA,NA,NA,NA,1,NA,1
"20","0","0","","0","1","","2","","2","","1","1","","1","","1","","9","","1","1","1","1","6","4","2","2",8,7,8,8,9,7,8,8,9,8,1,8,8,7,9,8,9,8,8,7,8,1,"37",0,7.5,8,8,8,8.5,8,8,8.5,8,7.5,0,1,1
"32","2","0","","0","1","","2","","0","","1","1","","1","","3","","11","","1","1","1","1","6","4","1","1",6,4,10,10,7,9,7,7,5,5,3,6,4,7,10,7,7,8,6,5,5,3,"357",0,5,10,8,7,5,5,8.5,7,7,5,2,1,1
"19","2","0","","0","1","","2","","0","","1","1","","1,4","","3","","9,11","","1","2","1","1","1","4","1","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,7,7,7,8,6,5,7,7,1,"276",1,NA,NA,NA,NA,NA,5,7,7.5,5.5,7,0,1,NA
"38","4","0","","0","1","","2","","2","","1","1","","2","","2","","","","1","1","2","2","4,6","6","1","2",5,5,6,6,6,6,6,5,6,5,4,5,5,6,6,6,6,5,5,6,5,4,"192",0,5,6,6,5.5,5.5,5,6,6,5,5.5,3,1,1
"29","4","1","","1","1","","2","","0","","1","1","","1,4","","3","","9,11","","1","1","1","1","6","6","2","1",5,5,8,7,10,9,7,5,8,7,1,8,8,6,9,7,10,7,8,10,9,2,"46",0,5,7.5,9.5,6,7.5,8,7.5,8.5,7.5,9.5,2,0,-1
"22","2","0","","0","1","","0","","0","","1","1","","4","","3","","12","","1","1","1","1","3","6","1","2",6,8,5,7,4,8,5,5,8,5,1,5,9,6,8,6,9,8,6,8,5,1,"438",0,7,6,6,5,6.5,7,7,7.5,7,6.5,1,0,0
"24","0","0","","0","1","","2","","2","","1","1","","1,2","","6","","3","","1","1","2","2","6","5","1","1",6,6,5,5,5,7,5,5,5,5,1,6,6,5,5,6,7,5,5,5,5,1,"20",0,6,5,6,5,5,6,5,6.5,5,5,1,0,0
"33","4","0","","0","1","","2","","2","","1","1","","","","1","","","","1","1","1","1","6","5","1","1",5,5,6,7,7,9,5,5,5,5,3,5,5,7,7,7,9,7,5,5,5,3,"170",0,5,6.5,8,5,5,5,7,8,6,5,3,0,0
"31","2","0","","0","1","","2","","2","","1","1","","","","1","","","","1","1","2","1","6","4","1","1",5,4,7,8,6,9,6,6,8,7,2,5,5,8,8,9,9,9,6,9,9,4,"181",0,4.5,7.5,7.5,6,7.5,5,8,9,7.5,9,2,2,0
"36","1","2","","1","4","nonbinary/ somewhere between femme and agender dependeing on the day","2","","0","","1","7","","2,7,8","","2","","10,3","","1","1","1","1","1","7","1","1",5,5,7,6,8,8,4,5,4,3,3,5,5,5,6,8,8,5,5,4,4,3,"416",0,5,6.5,8,4.5,3.5,5,5.5,8,5,4,3,0,0
"39","2","0","","0","1","","2","","0","","1","7","","1","","3","","11","","1","2","1","1","6","4","1","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,5,8,8,6,7,7,6,7,6,3,"427",1,NA,NA,NA,NA,NA,6,8,6.5,6.5,6.5,4,-1,NA
"21","2","1","","1","1","","2","","2","","1","1","","1","","1","","9","","1","1","1","1","6","4","1","1",6,5,7,7,7,7,6,5,5,5,1,5,5,8,8,9,8,6,8,5,8,6,"44",0,5.5,7,7,5.5,5,5,8,8.5,7,6.5,1,5,0
"23","0","0","","0","1","","2","","2","","1","1","","1","","1","","9","","1","2","1","1","6","6","1","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,6,7,8,6,8,7,6,5,6,1,"127",1,NA,NA,NA,NA,NA,6,7.5,7,6.5,5.5,1,0,NA
"54","0","3","Trans woman","1","3","","2","","0","","1","1","","9","Questioning","3","","9","","1","2","1","1","6","6","1","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,5,6,6,7,7,5,5,7,6,7,"372",1,NA,NA,NA,NA,NA,5.5,6,7,5,6.5,6,1,NA
"35","4","0","","0","1","","2","","2","","1","7","","4","","6","","11","","1","1","1","1","6","6","1","2",5,8,5,5,10,10,5,5,5,5,3,5,8,5,5,10,10,5,5,5,5,3,"345",0,6.5,5,10,5,5,6.5,5,10,5,5,3,0,0
"66","4","1","","1","1","","0","","0","","1","4","","1","","3","","11","","2","1","1","1","6","3","1","1",7,8,7,6,5,7,6,5,5,5,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"185",1,7.5,6.5,6,5.5,5,NA,NA,NA,NA,NA,8,NA,-2
"23","0","0","","0","1","","3","","2","","1","0","","0,1,2,8","","1","","10,12","","1","1","2","2","6","6","1","2",5,7,6,7,7,7,6,5,7,6,1,8,7,7,8,8,9,8,8,8,8,1,"158",0,6,6.5,7,5.5,6.5,7.5,7.5,8.5,8,8,1,0,0
"49","2","0","","0","1","","2","","2","","1","1","","6","","1","","","","1","1","2","2","6","6","1","1",5,6,7,7,8,8,6,6,5,5,4,5,6,6,7,7,8,6,5,5,5,5,"229",0,5.5,7,8,6,5,5.5,6.5,7.5,5.5,5,5,0,-1
"29","4","1","","1","1","","2","","2","","1","8","","1,7,8","","6","","9,3","","1","1","1","1","6","6","1","1",8,9,9,9,5,9,8,9,5,5,1,8,9,9,9,5,9,8,8,5,5,2,"117",0,8.5,9,7,8.5,5,8.5,9,7,8,5,2,0,-1
"35","4","1","","1","1","","2","","2","","1","1","","1","","1","","9","","1","1","1","1","6","6","1","1",6,6,6,6,8,8,5,5,6,5,3,6,6,6,6,7,8,5,5,6,5,3,"431",0,6,6,8,5,5.5,6,6,7.5,5,5.5,3,0,0
"36","0","0","","0","1","","2","","2","","1","1","","1","","3","","11","","1","2","1","1","6","5","1","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,6,4,5,4,8,4,7,"38",1,NA,NA,NA,NA,NA,5,5,5,4.5,6,3,4,NA
"26","4","2","","0","3","","2","","3","","1","7","","","","2","","","","2","1","2","2","6","4","1","1",5,5,4,6,4,2,4,4,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"98",1,5,5,3,4,2,NA,NA,NA,NA,NA,1,NA,0
"36","0","0","","0","1","","2","","2","","1","1","","8","","1","","","","1","1","4","1","6","6","2","2",5,5,6,7,7,7,7,7,7,5,3,9,7,8,9,9,9,9,9,9,8,4,"417",0,5,6.5,7,7,6,8,8.5,9,9,8.5,3,1,0
"32","4","1","","1","1","","2","","2","","1","1","","1","","6","","3","","1","1","1","1","6","7","1","1",8,5,6,5,5,6,5,6,4,6,5,5,7,5,4,5,5,8,7,6,9,2,"194",0,6.5,5.5,5.5,5.5,5,6,4.5,5,7.5,7.5,2,0,3
"27","1","0","","1","3","","2","","3","","1","7","","7","","0","","8,10,13,3","","1","1","1","1","6","4","1","1",5,5,5,5,7,8,5,5,5,5,2,5,5,5,5,8,8,10,10,5,5,1,"7",0,5,5,7.5,5,5,5,5,8,10,5,2,-1,0
"38","0","0","","0","1","","2","","2","","1","7","","2","","2","","3","","1","1","1","1","6","7","2","2",5,5,7,7,8,8,5,5,7,7,4,5,5,6,7,8,9,5,5,7,6,4,"425",0,5,7,8,5,7,5,6.5,8.5,5,6.5,3,1,1
"34","2","0","","0","1","","2","","2","","1","1","","1","","1","","9","","1","1","1","1","2","4","1","1",9,9,8,8,8,10,8,8,9,8,3,9,9,9,9,9,9,8,8,10,10,5,"414",0,9,8,9,8,8.5,9,9,9,8,10,3,2,0
"55","2","0","","0","1","","2","","2","","1","1","","1","","3","","9","","1","1","1","1","6","4","1","1",10,10,10,10,10,10,9,10,10,10,6,10,9,5,10,10,10,5,5,10,7,6,"255",0,10,10,10,9.5,10,9.5,7.5,10,5,8.5,6,0,0
"24","4","1","","1","1","","2","","0","","1","1","","1","","3","","11","","2","1","1","1","6","6","2","1",6,5,7,7,5,6,8,7,8,6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"80",1,5.5,7,5.5,7.5,7,NA,NA,NA,NA,NA,1,NA,0
"49","2","0","","0","1","","2","","2","","1","1","","1,7","","6","","3","","1","1","1","1","6","4","1","1",6,6,6,7,9,10,7,7,8,7,5,6,6,7,8,9,10,5,5,6,6,6,"119",0,6,6.5,9.5,7,7.5,6,7.5,9.5,5,6,5,1,0
"59","4","1","","1","1","","2","","0","","1","1","","1","","3","","11","","2","1","1","1","6","3","1","1",8,8,7,7,8,8,5,5,5,6,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"182",1,8,7,8,5,5.5,NA,NA,NA,NA,NA,7,NA,-2
"40","4","0","","0","1","","2","","2","","1","1","","1,4","","1","","9","","1","1","1","1","6","6","1","1",9,8,9,9,8,9,8,6,8,8,4,9,10,8,9,9,9,7,5,9,9,5,"121",0,8.5,9,8.5,7,8,9.5,8.5,9,6,9,4,1,0
"41","2","0","","0","1","","2","","0","","1","1","","1","","3","","11","","1","2","1","1","6","3","1","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,5,5,5,6,6,5,5,6,5,5,"329",1,NA,NA,NA,NA,NA,6,5,6,5,5.5,4,1,NA
"34","2","0","","0","1","","2","","2","","1","1","","1","","2","","10","","1","1","1","1","6","4","1","1",7,7,7,7,7,6,5,6,6,5,3,7,5,7,8,5,7,7,5,7,5,3,"2",0,7,7,6.5,5.5,5.5,6,7.5,6,6,6,3,0,0
"26","2","0","","0","1","","2","","2","","1","1","","1","","1","","9","","1","1","2","2","1","6","1","2",5,5,6,6,6,7,6,5,6,6,2,5,5,6,6,6,7,5,5,5,5,2,"348",0,5,6,6.5,5.5,6,5,6,6.5,5,5,1,1,1
"62","0","1","","1","1","","2","","2","","1","1","","1","","1","","9","","1","1","1","1","6","8","1","1",6,6,9,8,7,7,7,7,6,6,5,6,6,10,8,6,7,6,6,7,6,5,"295",0,6,8.5,7,7,6,6,9,6.5,6,6.5,7,-2,-2
"26","3","0","","0","1","","2","","2","","1","1","","1","","2","","9,10","","1","1","2","2","1","7","1","2",5,6,9,9,5,7,5,6,7,7,1,6,6,9,8,5,7,5,6,8,8,2,"78",0,5.5,9,6,5.5,7,6,8.5,6,5.5,8,1,1,0
"33","4","0","","0","1","","0","","0","","1","4","","4","","3","","11","","1","2","1","2","6","6","1","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,5,9,8,8,8,5,5,8,9,3,"444",1,NA,NA,NA,NA,NA,5.5,8.5,8,5,8.5,3,0,NA
"38","2","0","","0","1","","0","","0","","1","4","","4","","3","","11","","1","2","2","2","2","6","1","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,10,9,6,8,9,9,9,9,9,4,"244",1,NA,NA,NA,NA,NA,9.5,7.5,8.5,9,9,3,1,NA
"29","4","0","","0","1","","4","Please don't use the word queer or ""pansexual"" to lump in everyone who is bisexual. I'm bisexual and i'm not attracted to anything that would make me ""queer"", nor am I attracted to transgender people. I am attracted to males and females who """"""Identify"""""" (what does that even mean?!) as male and female. ","4","Please don't use the word queer or ""pansexual"" to lump in everyone who is bisexual. I'm bisexual and i'm not attracted to anything that would make me ""queer"", nor am I attracted to transgender people. I am attracted to males and females who """"""Identify"""""" (what does that even mean?!) as male and female. ","1","1","","1","","7","I have no idea what any of these mean LMAO. I feel like this is a quiz meant for ages 20 and under. I am attracted to men and women romantically, but mainly men. ","","","1","1","1","1","6","6","1","1",5,5,8,8,5,6,5,5,5,5,2,5,5,7,7,4,6,5,5,7,5,2,"5",0,5,8,5.5,5,5,5,7,5,5,6,2,0,0
"49","2","0","","0","1","","2","","2","","1","7","","1,7","","6","","3","","1","1","1","1","4,6","6","1","1",5,5,7,8,8,9,6,5,6,5,5,6,5,7,7,9,9,8,5,7,5,5,"328",0,5,7.5,8.5,5.5,5.5,5.5,7,9,6.5,6,5,0,0
"35","3","0","","0","1","","1","","1","","1","4","","4","","3","","11","","1","2","1","1","6","5","1","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,8,8,9,10,10,8,8,9,7,4,"26",1,NA,NA,NA,NA,NA,8,8.5,10,8,8,3,1,NA
"34","2","2","","0","1","","2","","2","","1","1","","8","","1","","","","1","1","1","1","6","7","1","1",6,6,7,6,7,8,7,6,5,5,3,6,6,7,7,7,7,7,5,5,5,3,"154",0,6,6.5,7.5,6.5,5,6,7,7,6,5,3,0,0
"32","2","1","","1","1","","2","","1","","1","1","","1","","4","","12","","1","2","2","2","2,4","5","1","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,7,5,7,8,5,5,5,5,2,"384",1,NA,NA,NA,NA,NA,5,6,7.5,5,5,2,0,NA
"26","0","0","","0","1","","2","","2","","1","1","","8","","1","","9","","1","1","1","1","3,6","4","1","2",6,5,7,7,7,7,5,5,5,5,2,6,5,5,5,7,8,7,6,6,6,2,"247",0,5.5,7,7,5,5,5.5,5,7.5,6.5,6,1,1,1
"34","4","0","","0","1","","2","","2","","1","1","","8","","1","","7","","1","1","1","1","4,6","6","1","1",8,8,7,8,8,8,8,7,7,7,3,8,7,7,7,8,8,7,7,8,6,3,"177",0,8,7.5,8,7.5,7,7.5,7,8,7,7,3,0,0
"28","2","0","","0","1","","2","","2","","1","1","","1","","1","","9","","1","1","1","1","6","6","1","1",6,5,7,6,5,7,7,7,6,5,2,6,5,7,6,5,7,6,7,6,5,2,"420",0,5.5,6.5,6,7,5.5,5.5,6.5,6,6.5,5.5,2,0,0
"21","0","0","","0","1","","2","","1","","1","1","","8","","3","","11","","1","2","1","1","2","4","1","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,5,6,8,7,8,6,6,6,5,1,"456",1,NA,NA,NA,NA,NA,5.5,7,7.5,6,5.5,1,0,NA
"27","0","0","","0","1","","2","","2","","1","1","","","","1","","","","1","1","1","1","6","4","1","2",5,5,5,5,6,9,5,5,5,5,2,5,5,5,5,8,7,6,6,6,5,2,"105",0,5,5,7.5,5,5,5,5,7.5,6,5.5,2,0,0
"30","2","0","","0","1","","2","","2","","1","1","","8","","1","","7","Queer","1","1","1","1","6","4","1","1",6,5,8,8,7,8,7,7,6,5,2,7,6,7,7,7,8,8,7,7,6,2,"189",0,5.5,8,7.5,7,5.5,6.5,7,7.5,7.5,6.5,2,0,0
"34","0","0","","0","1","","2","","1","","1","1","","1,2,3,7","","1","","10","","1","1","2","1","6","3","1","1",8,5,8,10,10,10,7,6,10,5,4,9,6,7,10,10,10,10,8,10,6,4,"354",0,6.5,9,10,6.5,7.5,7.5,8.5,10,9,8,3,1,1
"33","0","1","","1","1","","2","","0","","1","7","","1,4,7","","3","","11,3","","2","1","1","1","6","3","2","1",7,6,6,5,7,6,7,5,5,5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"373",1,6.5,5.5,6.5,6,5,NA,NA,NA,NA,NA,3,NA,-1
"30","3","1","","1","1","","2","","2","","1","1","","","","1","","","","2","1","1","1","6","5","1","1",7,5,8,5,8,7,7,8,5,5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"422",1,6,6.5,7.5,7.5,5,NA,NA,NA,NA,NA,2,NA,0
"37","3","0","","0","1","","2","","2","","1","7","","","","6","","","","1","1","2","1","6","3","1","1",5,5,6,6,5,6,5,5,5,5,3,5,5,6,6,5,5,4,4,5,5,4,"172",0,5,6,5.5,5,5,5,6,5,4,5,3,1,0
"52","4","1","","1","1","","1","","0","","1","1","","3,4","","4","","11,12,13","","2","1","2","2","2","6","2","1",4,4,6,5,4,4,5,6,4,6,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"368",1,4,5.5,4,5.5,5,NA,NA,NA,NA,NA,6,NA,-2
"43","4","1","","1","1","","2","","0","","1","1","","4","","3","","7","None - the page required me to put an answer to this question.","2","1","1","1","6","6","1","1",6,6,5,6,5,7,6,5,7,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"447",1,6,5.5,6,5.5,6,NA,NA,NA,NA,NA,4,NA,0
"38","4","2","","0","4","nonbinary","2","","2","","1","1","","1,2,8","","1","","9,10","","1","1","1","1","2,3","7","1","1",5,10,5,5,5,10,5,10,5,5,3,5,10,10,10,10,10,10,10,10,10,9,"270",0,7.5,5,7.5,7.5,5,7.5,10,10,10,10,3,6,0
