"age","rel_status","gender","gender_3_TEXT","sex","transgender","transgender_4_TEXT","sexual_attraction","sexual_attraction_4_TEXT","romantic_attraction","romantic_attraction_4_TEXT","attn_check","sex_orient_best","sex_orient_best_9_TEXT","sex_orient_multi","sex_orient_multi_9_TEXT","romantic_orient_best","romantic_orient_best_7_TEXT","rom_orient_multi","rom_orient_multi_7_TEXT","pref_check_1","pref_check_2","pref_check_3","pref_check_4","race","education","sex_with_males","sex_with_females","f_lt_health1","f_lt_health2","f_lt_intell1","f_lt_intell2","f_lt_kind1","f_lt_kind2","f_lt_physatt1","f_lt_physatt2","f_lt_resources1","f_lt_resources2","f_lt_age","m_lt_health1","m_lt_health2","m_lt_intell1","m_lt_intell2","m_lt_kind1","m_lt_kind2","m_lt_physatt1","m_lt_physatt2","m_lt_resources1","m_lt_resources2","m_lt_age","PIN","sexuality","f_lt_health","f_lt_intell","f_lt_kind","f_lt_physatt","f_lt_resources","m_lt_health","m_lt_intell","m_lt_kind","m_lt_physatt","m_lt_resources","ageLik","m_Lt_AgeLik","f_Lt_AgeLik"
"36","4","0","","0","1","","0","","0","","1","4","","4","","3","","11","","1","2","1","2","6","6","1","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,8,8,7,5,7,5,8,9,8,3,"66",1,NA,NA,NA,NA,NA,7.5,7.5,6,6.5,8.5,3,0,NA
"58","4","0","","0","1","","2","","2","","1","1","","4","","1","","11","","1","1","1","1","6","6","1","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"79",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA
"34","4","0","","0","1","","2","","0","","1","1","","2","","2","","11","","1","2","2","1","6","7","1","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,5,8,9,9,9,8,7,9,7,3,"225",1,NA,NA,NA,NA,NA,7,8.5,9,7.5,8,3,0,NA
"64","4","1","","1","1","","0","","0","","1","1","","1","","6","","3","","2","1","2","1","2","6","2","1",2,2,3,3,2,2,3,3,3,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"285",1,2,3,2,3,2.5,NA,NA,NA,NA,NA,8,NA,-4
"26","0","0","","0","1","","2","","0","","1","1","","1,4","","3","","9,11","","1","1","1","1","3,6","6","1","2",8,8,6,8,7,8,9,9,7,6,2,6,6,6,7,7,8,7,7,8,7,3,"388",0,8,7,7.5,9,6.5,6,6.5,7.5,7,7.5,1,2,1
"30","4","0","","0","1","","2","","2","","1","1","","1","","1","","9","","1","1","1","1","3","6","2","2",8,8,7,8,9,7,8,8,6,6,3,8,8,8,9,7,9,7,7,7,8,3,"376",0,8,7.5,8,8,6,8,8.5,8,7,7.5,2,1,1
"23","0","0","","0","1","","2","","0","","1","1","","1","","3","","9,11","","1","2","1","1","1","6","2","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,8,5,8,8,10,5,5,9,6,2,"412",1,NA,NA,NA,NA,NA,8,6.5,9,5,7.5,1,1,NA
"51","2","0","","0","1","","2","","2","","1","1","","1","","2","","10","","1","1","2","2","2,4,6","6","1","1",6,6,7,6,8,8,6,5,5,6,6,6,8,6,6,8,8,5,5,6,5,6,"378",0,6,6.5,8,5.5,5.5,7,6,8,5,5.5,6,0,0
"36","3","0","","0","1","","2","","2","","1","1","","1,7,8","","1","","","","1","1","2","2","3,4,6","4","1","1",5,5,8,8,10,10,5,5,10,5,3,5,10,9,10,10,10,5,5,10,10,3,"317",0,5,8,10,5,7.5,7.5,9.5,10,5,10,3,0,0
"51","4","1","","1","1","","2","","2","","1","1","","","","1","","","","2","1","1","2","2","8","1","1",10,9,8,9,7,7,9,8,7,7,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"307",1,9.5,8.5,7,8.5,7,NA,NA,NA,NA,NA,6,NA,-1
"44","4","1","","1","1","","2","","2","","1","7","","7","","3","","11","","1","1","1","1","6","6","1","1",10,10,10,10,10,10,10,10,10,10,1,10,10,10,10,10,10,10,10,10,10,1,"404",0,10,10,10,10,10,10,10,10,10,10,4,-3,-3
"24","2","0","","0","1","","2","","2","","1","1","","1,4","","1","","9,11","","1","1","1","2","6","6","1","2",6,5,7,7,7,7,7,7,5,5,1,6,6,7,7,7,7,7,6,6,5,1,"323",0,5.5,7,7,7,5,6,7,7,6.5,5.5,1,0,0
"26","3","0","","0","1","","2","","2","","1","1","","8","","1","","9","","1","1","1","1","1","8","1","2",6,6,6,6,7,9,8,7,7,7,2,6,5,6,6,6,9,7,6,8,6,2,"84",0,6,6,8,7.5,7,5.5,6,7.5,6.5,7,1,1,1
"31","4","3","Agender ","0","1","","2","","2","","1","1","","1,8","","1","","9","","1","1","1","1","6","6","1","1",5,4,7,4,6,5,6,5,5,5,3,5,4,7,6,6,6,7,5,5,5,3,"164",0,4.5,5.5,5.5,5.5,5,4.5,6.5,6,6,5,2,1,1
"34","4","0","","0","1","","2","","2","","1","1","","1","","6","","3","","1","1","1","1","6","8","1","1",8,8,6,5,5,7,5,5,6,5,3,6,6,7,5,7,7,5,5,6,5,3,"250",0,8,5.5,6,5,5.5,6,6,7,5,5.5,3,0,0
"37","0","0","","0","1","","2","","2","","1","1","","2,8","","1","","","","1","1","1","1","2","7","1","1",8,5,9,10,9,10,8,7,9,8,3,8,5,10,10,8,10,8,9,10,10,3,"13",0,6.5,9.5,9.5,7.5,8.5,6.5,10,9,8.5,10,3,0,0
"22","2","0","","0","1","","2","","2","","1","1","","9","woman-loving","1","","7","woman-loving","1","1","1","1","2,6","6","1","1",7,7,10,7,7,6,6,6,6,6,1,6,7,10,7,6,7,6,6,8,7,1,"72",0,7,8.5,6.5,6,6,6.5,8.5,6.5,6,7.5,1,0,0
"23","0","0","","0","1","","2","","2","","1","1","","1","","1","","9","","1","1","2","2","6","3","2","2",6,6,7,6,8,8,5,6,5,5,1,7,6,6,6,8,9,6,5,5,5,1,"269",0,6,6.5,8,5.5,5,6.5,6,8.5,5.5,5,1,0,0
"42","4","0","","0","1","","2","","2","","1","1","","4","","3","","9","","1","1","1","1","6","5","1","2",10,6,7,7,10,10,5,5,7,5,4,10,6,8,7,10,10,5,5,7,5,4,"424",0,8,7,10,5,6,8,7.5,10,5,6,4,0,0
"34","0","2","","1","1","","2","","2","","1","8","","1,3,8","","1","","9,12","","1","1","1","1","6","4","1","1",5,6,6,6,6,6,5,5,5,5,3,5,6,6,6,6,6,5,5,5,5,3,"47",0,5.5,6,6,5,5,5.5,6,6,5,5,3,0,0
"46","4","0","","0","1","","2","","2","","1","1","","7","","1","","13","","1","1","1","1","2","7","1","1",7,7,7,8,8,8,7,6,8,8,5,8,8,8,8,7,8,6,6,8,8,5,"385",0,7,7.5,8,6.5,8,8,8,7.5,6,8,5,0,0
"48","0","0","","0","1","","2","","2","","1","1","","2","","2","","9","","1","1","2","2","6","4","1","1",8,8,8,9,8,10,5,5,10,7,5,8,8,8,9,8,10,5,5,10,6,5,"359",0,8,8.5,9,5,8.5,8,8.5,9,5,8,5,0,0
"41","4","0","","0","1","","2","","0","","1","1","","4","","3","","11","","1","2","1","1","6","6","1","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,6,8,6,7,8,8,8,6,6,4,"418",1,NA,NA,NA,NA,NA,6,7,7.5,8,6,4,0,NA
"41","4","0","","0","1","","2","","2","","1","1","","1","","1","","9","","1","1","1","1","6","7","1","1",6,8,10,9,5,9,5,5,7,7,5,6,6,9,9,5,9,6,5,9,8,5,"15",0,7,9.5,7,5,7,6,9,7,5.5,8.5,4,1,1
"29","0","0","","1","3","","2","","2","","1","1","","1","","1","","9","","1","1","1","1","4","4","1","1",5,5,5,5,5,5,5,5,5,5,2,5,5,5,5,5,5,5,5,5,5,2,"263",0,5,5,5,5,5,5,5,5,5,5,2,0,0
"38","1","0","","0","1","","2","","2","","1","1","","1","","1","","9","","1","1","1","1","6","4","1","1",5,5,8,8,5,10,5,5,5,5,3,5,5,8,8,8,8,5,5,5,5,4,"129",0,5,8,7.5,5,5,5,8,8,5,5,3,1,0
"26","2","0","","0","1","","2","","2","","1","1","","1","","1","","","","1","1","1","1","6","6","1","1",8,6,9,9,5,9,4,6,7,7,2,8,6,9,9,5,9,6,6,7,7,2,"52",0,7,9,7,5,7,7,9,7,6,7,1,1,1
"32","3","0","","0","1","","0","","2","","1","4","","1","","1","","11","","1","1","1","1","6","6","1","1",5,5,8,6,7,6,4,5,5,6,3,6,6,6,6,6,7,4,4,7,7,3,"389",0,5,7,6.5,4.5,5.5,6,6,6.5,4,7,2,1,1
"52","2","1","","1","1","","2","","2","","1","1","","1","","1","","9","","1","1","1","1","6","6","1","1",5,4,7,7,7,7,5,5,5,5,4,5,3,6,6,8,7,5,5,5,5,4,"401",0,4.5,7,7,5,5,4,6,7.5,5,5,6,-2,-2
"34","2","0","","0","1","","2","","2","","1","1","","1","","1","","9","","1","1","1","1","2","6","1","1",6,7,8,8,6,6,6,6,10,6,3,7,7,8,8,6,6,6,6,10,6,3,"12",0,6.5,8,6,6,8,7,8,6,6,8,3,0,0
"36","0","0","","1","3","","2","","2","","1","1","","1","","1","","9","","1","1","1","1","6","4","1","1",6,6,7,7,7,7,6,5,5,5,2,8,7,6,7,6,8,5,5,6,6,3,"380",0,6,7,7,5.5,5,7.5,6.5,7,5,6,3,0,-1
"29","2","0","","0","1","","2","","0","","1","1","","1,4","","3","","11","","1","2","1","1","6","3","1","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,5,6,5,5,6,5,3,"48",1,NA,NA,NA,NA,NA,5,5,5.5,5,5.5,2,1,NA
"48","3","1","","1","1","","2","","2","","1","7","","1,6,8","","6","","9,13,3","","1","1","1","1","6","4","1","1",7,5,7,7,7,7,5,5,7,7,5,7,7,7,7,5,7,5,5,7,7,5,"112",0,6,7,7,5,7,7,7,6,5,7,5,0,0
"42","4","1","","1","1","","2","","2","","1","1","","1","","1","","9","","1","1","1","1","6","7","1","1",9,9,8,8,9,9,7,9,9,8,4,9,8,8,8,8,9,6,9,9,8,4,"211",0,9,8,9,8,8.5,8.5,8,8.5,7.5,8.5,4,0,0
"42","2","0","","1","3","","2","","2","","1","1","","1,7","","1","","9","","1","1","1","1","6","3","1","1",7,6,6,5,6,6,5,5,6,5,4,6,7,5,6,6,7,5,5,6,5,4,"351",0,6.5,5.5,6,5,5.5,6.5,5.5,6.5,5,5.5,4,0,0
"49","4","1","","1","1","","2","","2","","1","1","","1","","1","","9","","1","1","1","1","2","6","1","1",9,9,5,7,7,9,8,9,6,5,5,9,9,7,9,7,9,6,6,8,7,5,"186",0,9,6,8,8.5,5.5,9,8,8,6,7.5,5,0,0
"49","2","1","","1","1","","0","","0","","1","4","","4","","3","","11","","2","1","2","1","2","7","2","1",0,9,6,7,6,0,6,6,5,7,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"233",1,4.5,6.5,3,6,6,NA,NA,NA,NA,NA,5,NA,-1
"34","0","1","","1","1","","2","","2","","1","1","","1","","1","","9","","1","1","1","1","6","4","1","1",7,7,7,5,5,7,5,5,5,5,3,7,7,5,5,5,5,5,5,5,5,3,"135",0,7,6,6,5,5,7,5,5,5,5,3,0,0
"40","2","1","","1","1","","2","","2","","1","1","","1,3,7","","1","","9,12,3","","1","2","1","1","6","4","1","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,6,5,5,7,7,6,6,5,5,3,"402",1,NA,NA,NA,NA,NA,6,5,7,6,5,4,-1,NA
"51","4","1","","1","1","","2","","2","","1","1","","1","","1","","9","","1","1","1","1","2","6","1","1",6,9,6,5,9,9,8,8,5,5,5,7,9,8,7,5,7,5,5,6,6,6,"221",0,7.5,5.5,9,8,5,8,7.5,6,5,6,6,0,-1
"32","2","1","","1","1","","3","","0","","1","2","","1,2","","2","","9,10,11","","1","1","1","1","6","4","1","1",5,7,7,7,7,7,9,7,6,8,3,6,7,8,7,8,8,8,8,8,8,2,"428",0,6,7,7,8,7,6.5,7.5,8,8,8,2,0,1
"40","2","1","","1","1","","1","","1","","1","3","","1,3","","4","","12","","1","4","1","1","2","6","1","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,10,9,5,10,9,10,8,10,10,4,"387",1,NA,NA,NA,NA,NA,7.5,7,9.5,9,10,4,0,NA
"27","2","1","","1","1","","2","","0","","1","1","","4,7,8","","3","","8","","1","1","1","1","6","6","1","1",7,5,7,6,5,6,6,8,7,6,2,7,7,8,7,8,8,8,8,7,6,2,"101",0,6,6.5,5.5,7,6.5,7,7.5,8,8,6.5,2,0,0
"38","0","1","","1","1","","2","","2","","1","1","","1","","1","","9","","1","1","2","1","6","6","2","1",7,7,8,7,5,6,6,6,5,5,3,7,7,8,7,6,6,7,5,5,5,3,"178",0,7,7.5,5.5,6,5,7,7.5,6,6,5,3,0,0
"37","0","1","","1","1","","2","","2","","1","7","","1,7","","1","","9,3","","1","1","1","1","6","3","2","1",5,5,6,6,7,5,5,5,5,7,3,5,5,6,6,7,5,5,5,5,7,3,"383",0,5,6,6,5,6,5,6,6,5,6,3,0,0
"25","0","1","","1","1","","2","","2","","1","1","","1","","1","","9","","1","1","1","1","3,6","6","1","1",6,6,5,5,8,10,7,7,5,5,1,10,10,5,5,9,8,9,9,10,9,1,"459",0,6,5,9,7,5,10,5,8.5,9,9.5,1,0,0
"51","4","1","","1","1","","2","","2","","1","1","","1","","1","","9","","1","1","1","1","2","6","1","1",8,9,9,9,9,7,8,9,9,8,3,8,9,8,9,9,9,8,9,9,8,3,"367",0,8.5,9,8,8.5,8.5,8.5,8.5,9,8.5,8.5,6,-3,-3
"44","0","1","","0","2","","2","","2","","1","1","","1","","1","","9","","1","1","1","1","6","6","1","1",4,4,5,6,7,4,7,8,6,6,4,5,7,8,3,7,8,7,6,4,4,4,"399",0,4,5.5,5.5,7.5,6,6,5.5,7.5,6.5,4,4,0,0
"27","2","1","","1","1","","2","","0","","1","1","","1,8,9","Heteroflexible","3","","11","","2","1","1","1","6","6","2","1",5,5,7,7,9,9,7,7,6,6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"161",1,5,7,9,7,6,NA,NA,NA,NA,NA,2,NA,-1
"22","2","1","","1","1","","0","","0","","1","1","","1","","3","","11","","2","1","2","1","6","3","1","1",5,5,8,8,8,8,8,8,5,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"122",1,5,8,8,8,5,NA,NA,NA,NA,NA,1,NA,0
"50","2","1","","1","1","","0","","2","","1","1","","1","","0","","9","","1","1","1","1","6","6","1","1",6,7,5,5,7,6,5,7,5,5,4,6,5,5,5,5,7,5,5,5,5,4,"406",0,6.5,5,6.5,6,5,5.5,5,6,5,5,5,-1,-1
"29","0","1","","1","1","","2","","2","","1","1","","","","1","","","","1","1","1","1","6","3","1","1",5,5,6,7,6,4,7,6,5,5,1,6,5,5,5,4,5,6,6,6,6,2,"261",0,5,6.5,5,6.5,5,5.5,5,4.5,6,6,2,0,-1
"24","2","1","","0","1","","0","","0","","1","4","","1","","3","","","","1","2","1","2","6","6","1","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,6,8,8,7,7,7,7,8,8,2,"216",1,NA,NA,NA,NA,NA,6,8,7,7,8,1,1,NA
"36","4","0","","0","1","","2","","2","","1","1","","1","","3","","11","","1","1","2","2","6","6","1","2",5,5,8,7,7,7,5,5,7,8,4,5,5,8,6,6,9,5,5,9,7,4,"360",0,5,7.5,7,5,7.5,5,7,7.5,5,8,3,1,1
"57","4","0","","0","1","","0","","0","","1","0","","1","","3","","11","","1","2","1","2","6","5","1","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,10,10,10,10,10,10,10,10,10,5,"149",1,NA,NA,NA,NA,NA,10,10,10,10,10,7,-2,NA
"51","4","1","","1","1","","2","","2","","1","1","","1","","4","","12","","1","1","1","1","2","7","1","1",6,6,6,6,6,6,6,6,6,6,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"268",0,6,6,6,6,6,NA,NA,NA,NA,NA,6,NA,-1
"29","4","1","","1","1","","2","","2","","1","1","","1,8","","1","","9,10,3","","1","1","1","1","6","4","2","1",8,9,8,8,7,9,7,8,6,4,2,9,9,8,7,7,9,7,6,5,5,2,"257",0,8.5,8,8,7.5,5,9,7.5,8,6.5,5,2,0,0
"38","2","1","","1","1","","2","","2","","1","1","","1","","1","","9","","1","1","1","1","6","6","1","1",6,6,6,6,7,7,6,6,6,5,3,6,6,6,6,6,6,6,6,6,6,3,"331",0,6,6,7,6,5.5,6,6,6,6,6,3,0,0
"26","0","0","","0","1","","2","","2","","1","1","","1","","1","","9","","1","1","2","2","2","5","2","2",7,7,7,6,9,9,8,7,7,6,1,6,6,6,6,9,9,8,8,7,6,1,"28",0,7,6.5,9,7.5,6.5,6,6,9,8,6.5,1,0,0
"24","0","0","","0","1","","2","","2","","1","1","","1","","1","","9","","1","1","1","1","1","4","1","1",5,5,5,5,5,7,5,5,7,7,1,5,5,5,5,5,7,5,5,7,7,1,"283",0,5,5,6,5,7,5,5,6,5,7,1,0,0
"28","3","0","","0","1","","0","","0","","1","4","","1,4","","3","","11","","1","1","1","1","6","6","1","1",7,8,6,6,9,8,6,7,6,7,2,8,3,7,9,8,7,6,6,7,9,2,"423",0,7.5,6,8.5,6.5,6.5,5.5,8,7.5,6,8,2,0,0
"50","0","1","","1","1","","2","","1","","1","1","","1","","1","","12","","1","1","1","1","6","3","1","1",7,6,6,8,8,7,7,7,7,7,4,8,8,8,8,8,8,8,8,8,8,3,"64",0,6.5,7,7.5,7,7,8,8,8,8,8,5,-2,-1
"34","2","0","","0","1","","2","","2","","1","1","","","","1","","","","1","1","1","1","1","7","1","2",6,6,6,7,5,7,6,5,5,5,3,6,6,6,7,5,7,6,5,6,5,4,"392",0,6,6.5,6,5.5,5,6,6.5,6,5.5,5.5,3,1,0
"25","1","1","","1","1","","2","","0","","1","1","","1","","3","","11","","2","1","1","1","6","6","1","1",5,5,5,5,5,5,5,5,5,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"209",1,5,5,5,5,5,NA,NA,NA,NA,NA,1,NA,0
"22","2","0","","0","1","","2","","2","","1","1","","1","","1","","9","","1","1","1","1","6","6","1","1",6,5,6,8,7,9,7,5,6,5,1,6,5,8,8,9,10,7,6,9,7,1,"196",0,5.5,7,8,6,5.5,5.5,8,9.5,6.5,8,1,0,0
"22","2","0","","0","1","","2","","2","","1","1","","7","","1","","","","1","1","1","1","1","6","1","2",5,5,6,6,6,6,5,5,5,5,1,6,5,6,6,6,6,5,5,6,5,1,"426",0,5,6,6,5,5,5.5,6,6,5,5.5,1,0,0
"48","0","0","","0","1","","3","","3","","1","1","","0,1","","0","","8,9","","1","1","1","1","3","5","1","1",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,"126",0,5,5,5,5,5,5,5,5,5,5,5,1,0
"26","0","0","","0","1","","2","","2","","1","1","","1","","1","","9","","1","1","1","1","1","6","1","2",8,8,8,8,8,9,7,7,6,6,1,8,8,8,8,8,9,7,8,8,7,1,"217",0,8,8,8.5,7,6,8,8,8.5,7.5,7.5,1,0,0
"27","0","1","","1","1","","3","","2","","1","0","","0","","1","","9","","1","1","2","1","1","6","2","2",7,6,6,6,6,6,6,6,6,6,2,6,7,6,6,6,6,6,7,6,6,2,"281",0,6.5,6,6,6,6,6.5,6,6,6.5,6,2,0,0
"48","3","0","","0","1","","2","","2","","1","7","","1","","3","","9","","1","1","1","1","3,6","6","1","1",7,7,7,6,7,7,6,6,7,6,5,7,7,6,7,7,7,6,6,6,6,5,"9",0,7,6.5,7,6,6.5,7,6.5,7,6,6,5,0,0
"18","0","0","","0","4","Gender fluid ","3","","2","","1","2","","","","1","","","","1","1","1","1","1","4","2","2",6,7,7,6,5,7,6,6,7,6,1,6,7,7,7,5,8,6,5,8,7,1,"259",0,6.5,6.5,6,6,6.5,6.5,7,6.5,5.5,7.5,0,1,1
"52","4","1","","1","1","","2","","0","","1","1","","4","","3","","9","","2","1","2","1","2","6","2","1",3,3,3,2,3,2,3,3,2,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"264",1,3,2.5,2.5,3,2,NA,NA,NA,NA,NA,6,NA,-3
"20","0","1","","1","1","","2","","2","","1","1","","1","","1","","9","","1","1","1","1","2,3","3","2","2",4,4,5,5,6,6,5,5,4,4,0,5,4,5,5,6,6,6,6,5,5,0,"395",0,4,5,6,5,4,4.5,5,6,6,5,0,0,0
"29","0","1","","1","1","","2","","2","","1","7","","1,7","","0","","8,9,3","","1","1","1","1","3","4","2","2",5,5,5,5,5,5,5,5,5,5,2,5,5,5,5,5,5,5,5,5,5,2,"29",0,5,5,5,5,5,5,5,5,5,5,2,0,0
"25","0","1","","1","1","","2","","2","","1","7","","1,7","","6","","3","","1","1","1","1","6","3","2","2",5,5,5,5,7,8,5,5,6,5,2,5,5,5,5,6,8,5,5,6,6,1,"358",0,5,5,7.5,5,5.5,5,5,7,5,6,1,0,1
"27","2","1","","1","1","","2","","2","","1","1","","1","","1","","9","","1","1","1","1","2","6","1","1",7,5,6,5,8,8,6,6,6,6,2,7,8,6,5,9,8,8,8,8,8,3,"139",0,6,5.5,8,6,6,7.5,5.5,8.5,8,8,2,1,0
"24","1","2","","1","1","","2","","0","","1","8","","8","","3","","11","","2","1","1","1","6","4","2","1",5,4,9,8,6,8,8,8,5,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11",1,4.5,8.5,7,8,5,NA,NA,NA,NA,NA,1,NA,0
"42","4","1","","1","1","","2","","2","","1","1","","1,7","","1","","9,3","","1","1","1","1","6","7","1","1",6,6,7,7,8,8,6,6,7,6,4,6,6,7,7,8,8,6,6,7,5,4,"204",0,6,7,8,6,6.5,6,7,8,6,6,4,0,0
"35","0","1","","1","1","","2","","2","","1","1","","0,7","","0","","9,11","","1","1","1","1","6","7","2","1",6,5,7,7,6,6,6,6,6,6,3,6,6,7,7,7,7,7,7,7,7,3,"352",0,5.5,7,6,6,6,6,7,7,7,7,3,0,0
"24","0","2","","1","1","","2","","2","","1","1","","1","","1","","9","","2","1","1","1","6","4","1","1",6,6,6,6,6,6,6,6,6,6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"226",1,6,6,6,6,6,NA,NA,NA,NA,NA,1,NA,0
"26","4","1","","1","1","","2","","2","","1","1","","1,3","","4","","12","","4","4","2","2","2","6","1","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"274",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
